"filename", "language", "Python", "Ignore", "Ini", "HTML", "Markdown", "JSON", "YAML", "Shell Script", "pip requirements", "Docker", "C++", "C", "ARM Scatter File", "JavaScript", "CSS", "XML", "comment", "blank", "total"
"c:\Users\Q\Desktop\paper2github\model_1D\One_dimsion\VGG16_1D\VGG16_1D_CH1_Test5.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 52
"c:\Users\Q\Desktop\paper2github\model_1D\One_dimsion\VGG16_1D\VGG16_1D_CH1_Train5.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 110
"c:\Users\Q\Desktop\paper2github\model_1D\One_dimsion\VGG16_1D\params\VGG16_1D_CH1_SRC2.py", "Python", 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 41, 315
"c:\Users\Q\Desktop\paper2github\model_1D\One_dimsion\VGG16_1D\params\model_paramters2.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 8
"c:\Users\Q\Desktop\paper2github\model_2D\0openCV\2.py", "Python", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 157
"c:\Users\Q\Desktop\paper2github\model_2D\0openCV\find_QR.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 41
"c:\Users\Q\Desktop\paper2github\model_2D\0openCV\find_circle_0.py", "Python", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 18, 145
"c:\Users\Q\Desktop\paper2github\model_2D\0openCV\hsv_look_realtime.py", "Python", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 64
"c:\Users\Q\Desktop\paper2github\model_2D\0openCV\move_arm.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\Q\Desktop\paper2github\model_2D\0openCV\move_car.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\ISSUE_TEMPLATE\bug-report.yml", "YAML", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 86
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\ISSUE_TEMPLATE\config.yml", "YAML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\ISSUE_TEMPLATE\feature-request.yml", "YAML", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 51
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\ISSUE_TEMPLATE\question.yml", "YAML", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 34
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\dependabot.yml", "YAML", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 28
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\ci-testing.yml", "YAML", 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 150
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\cla.yml", "YAML", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 40
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\codeql-analysis.yml", "YAML", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 56
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\docker.yml", "YAML", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 61
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\format.yml", "YAML", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 28
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\greetings.yml", "YAML", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 66
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\links.yml", "YAML", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 72
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\merge-main-into-prs.yml", "YAML", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 57
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\.github\workflows\stale.yml", "YAML", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 48
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\CITATION.cff", "YAML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\CONTRIBUTING.md", "Markdown", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 77
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\README.md", "Markdown", 0, 0, 0, 0, 349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 122, 475
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\README.zh-CN.md", "Markdown", 0, 0, 0, 0, 349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 121, 474
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\benchmarks.py", "Python", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22, 177
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\classify\predict.py", "Python", 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31, 241
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\classify\train.py", "Python", 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 49, 379
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\classify\tutorial.ipynb", "JSON", 0, 0, 0, 0, 0, 1481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1482
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\classify\val.py", "Python", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25, 178
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\Argoverse.yaml", "YAML", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 73
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\GlobalWheat2020.yaml", "YAML", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 53
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\ImageNet.yaml", "YAML", 0, 0, 0, 0, 0, 0, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 1021
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\ImageNet10.yaml", "YAML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 31
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\ImageNet100.yaml", "YAML", 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 120
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\ImageNet1000.yaml", "YAML", 0, 0, 0, 0, 0, 0, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 1021
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\Objects365.yaml", "YAML", 0, 0, 0, 0, 0, 0, 411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 437
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\SKU-110K.yaml", "YAML", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 52
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\VOC.yaml", "YAML", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 99
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\VisDrone.yaml", "YAML", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 69
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\coco.yaml", "YAML", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 115
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\coco128-seg.yaml", "YAML", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 100
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\coco128.yaml", "YAML", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 100
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\hyps\hyp.Objects365.yaml", "YAML", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 35
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\hyps\hyp.VOC.yaml", "YAML", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 41
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\hyps\hyp.no-augmentation.yaml", "YAML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 36
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\hyps\hyp.scratch-high.yaml", "YAML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 35
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\hyps\hyp.scratch-low.yaml", "YAML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 35
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\hyps\hyp.scratch-med.yaml", "YAML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 35
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\scripts\download_weights.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 23
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\scripts\get_coco.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 57
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\scripts\get_coco128.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 18
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\scripts\get_imagenet.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 52
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\scripts\get_imagenet10.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 30
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\scripts\get_imagenet100.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 30
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\scripts\get_imagenet1000.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 30
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\data\xView.yaml", "YAML", 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 17, 152
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\detect.py", "Python", 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 36, 316
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\export.py", "Python", 772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 129, 941
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\hubconf.py", "Python", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41, 196
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\common.py", "Python", 886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 138, 1081
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\experimental.py", "Python", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 131
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\anchors.yaml", "YAML", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 57
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov3-spp.yaml", "YAML", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 53
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov3-tiny.yaml", "YAML", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 43
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov3.yaml", "YAML", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 53
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5-bifpn.yaml", "YAML", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5-fpn.yaml", "YAML", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 44
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5-p2.yaml", "YAML", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 56
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5-p34.yaml", "YAML", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 43
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5-p6.yaml", "YAML", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 58
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5-p7.yaml", "YAML", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 69
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5-panet.yaml", "YAML", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5l6.yaml", "YAML", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 62
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5m6.yaml", "YAML", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 62
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5n6.yaml", "YAML", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 62
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5s-LeakyReLU.yaml", "YAML", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 51
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5s-ghost.yaml", "YAML", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"c:\Users\Q\Desktop\paper2github\model_2D\1yolov5\models\hub\yolov5s-transformer.yaml", "YAML", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
